
"Banco de México"

"Sistemas de pago de bajo valor"
"Número de operaciones tercero a tercero en SPEI"

"Fecha de consulta: 25/07/2026 12:23:09"

""

"Título","Número de operaciones tercero a tercero en SPEI - Mayores a 8 mil y menores a 300 mil"
"Periodo disponible","01/01/2009 - 20/07/2026"
"Periodicidad","Diaria"
"Cifra","Flujos"
"Unidad","Sin Unidad"
"Base",""
"Aviso",""
"Tipo de información","Niveles"
"Fecha","SF336087"
01/03/2016,281955
02/03/2016,258618
03/03/2016,295275
04/03/2016,433607
05/03/2016,329
06/03/2016,118
07/03/2016,308614
08/03/2016,265076
09/03/2016,252596
10/03/2016,308419
11/03/2016,434732
12/03/2016,333
13/03/2016,123
14/03/2016,384188
15/03/2016,417278
16/03/2016,297918
17/03/2016,332008
18/03/2016,480596
19/03/2016,333
20/03/2016,96
21/03/2016,267
22/03/2016,371545
23/03/2016,409741
24/03/2016,394
25/03/2016,147
26/03/2016,148
27/03/2016,99
28/03/2016,348293
29/03/2016,326826
30/03/2016,420322
31/03/2016,583314
01/04/2016,392058
02/04/2016,446
03/04/2016,144
04/04/2016,293491
05/04/2016,293075
06/04/2016,266679
07/04/2016,303610
08/04/2016,453732
09/04/2016,351
10/04/2016,122
11/04/2016,300137
12/04/2016,276935
13/04/2016,280122
14/04/2016,388284
15/04/2016,565289
16/04/2016,366
17/04/2016,113
18/04/2016,318883
19/04/2016,271211
20/04/2016,266506
21/04/2016,288969
22/04/2016,426120
23/04/2016,297
24/04/2016,89
25/04/2016,311222
26/04/2016,281701
27/04/2016,305820
28/04/2016,420824
29/04/2016,730916
30/04/2016,576
01/05/2016,229
02/05/2016,333678
03/05/2016,276340
04/05/2016,279521
05/05/2016,308366
06/05/2016,440248
07/05/2016,315
08/05/2016,105
09/05/2016,315011
10/05/2016,248540
11/05/2016,265603
12/05/2016,346428
13/05/2016,613855
14/05/2016,547
15/05/2016,163
16/05/2016,343766
17/05/2016,294320
18/05/2016,270119
19/05/2016,294897
20/05/2016,439213
21/05/2016,315
22/05/2016,105
23/05/2016,295236
24/05/2016,275235
25/05/2016,289506
26/05/2016,330324
27/05/2016,459647
28/05/2016,426
29/05/2016,162
30/05/2016,466832
31/05/2016,579455
01/06/2016,291782
02/06/2016,301630
03/06/2016,437294
04/06/2016,393
05/06/2016,121
06/06/2016,309139
07/06/2016,283833
08/06/2016,282645
09/06/2016,308487
10/06/2016,467583
11/06/2016,310
12/06/2016,119
13/06/2016,319340
14/06/2016,374752
15/06/2016,425365
16/06/2016,327574
17/06/2016,441248
18/06/2016,325
19/06/2016,96
20/06/2016,306954
21/06/2016,276924
22/06/2016,274443
23/06/2016,306082
24/06/2016,453761
25/06/2016,367
26/06/2016,94
27/06/2016,326792
28/06/2016,331871
29/06/2016,429398
30/06/2016,651047
01/07/2016,429492
02/07/2016,443
03/07/2016,177
04/07/2016,318413
05/07/2016,308783
06/07/2016,295536
07/07/2016,333057
08/07/2016,471517
09/07/2016,422
10/07/2016,123
11/07/2016,318735
12/07/2016,286894
13/07/2016,299190
14/07/2016,420431
15/07/2016,599231
16/07/2016,509
17/07/2016,158
18/07/2016,331094
19/07/2016,275456
20/07/2016,282639
21/07/2016,307905
22/07/2016,438619
23/07/2016,359
24/07/2016,122
25/07/2016,328013
26/07/2016,292854
27/07/2016,314997
28/07/2016,488884
29/07/2016,757115
30/07/2016,653
31/07/2016,224
01/08/2016,340058
02/08/2016,312400
03/08/2016,279750
04/08/2016,316763
05/08/2016,476189
06/08/2016,475
07/08/2016,135
08/08/2016,309546
09/08/2016,282241
10/08/2016,308182
11/08/2016,330495
12/08/2016,539728
13/08/2016,475
14/08/2016,184
15/08/2016,467384
16/08/2016,302801
17/08/2016,288224
18/08/2016,309162
19/08/2016,444025
20/08/2016,366
21/08/2016,116
22/08/2016,310915
23/08/2016,278220
24/08/2016,278930
25/08/2016,339557
26/08/2016,471865
27/08/2016,411
28/08/2016,131
29/08/2016,377350
30/08/2016,465343
31/08/2016,600464
01/09/2016,324745
02/09/2016,425966
03/09/2016,436
04/09/2016,135
05/09/2016,343726
06/09/2016,290029
07/09/2016,288742
08/09/2016,324403
09/09/2016,480570
10/09/2016,388
11/09/2016,132
12/09/2016,335502
13/09/2016,330032
14/09/2016,464708
15/09/2016,575195
16/09/2016,418
17/09/2016,329
18/09/2016,159
19/09/2016,350810
20/09/2016,303639
21/09/2016,286687
22/09/2016,319516
23/09/2016,465382
24/09/2016,380
25/09/2016,136
26/09/2016,336122
27/09/2016,312449
28/09/2016,343639
29/09/2016,485874
30/09/2016,705124
01/10/2016,649
02/10/2016,251
03/10/2016,379288
04/10/2016,308681
05/10/2016,321974
06/10/2016,331227
07/10/2016,483262
08/10/2016,1171
09/10/2016,456
10/10/2016,340845
11/10/2016,301691
12/10/2016,287089
13/10/2016,386083
14/10/2016,658197
15/10/2016,1770
16/10/2016,723
17/10/2016,359553
18/10/2016,299836
19/10/2016,288904
20/10/2016,330900
21/10/2016,460206
22/10/2016,1155
23/10/2016,488
24/10/2016,322094
25/10/2016,324197
26/10/2016,319319
27/10/2016,378227
28/10/2016,643883
29/10/2016,2461
30/10/2016,879
31/10/2016,683468
01/11/2016,334851
02/11/2016,1861
03/11/2016,418957
04/11/2016,515981
05/11/2016,1401
06/11/2016,470
07/11/2016,356999
08/11/2016,313014
09/11/2016,309275
10/11/2016,369329
11/11/2016,500400
12/11/2016,1560
13/11/2016,564
14/11/2016,448269
15/11/2016,484120
16/11/2016,342265
17/11/2016,370755
18/11/2016,530682
19/11/2016,1577
20/11/2016,558
21/11/2016,1089
22/11/2016,402661
23/11/2016,355290
24/11/2016,370641
25/11/2016,535368
26/11/2016,1884
27/11/2016,657
28/11/2016,405256
29/11/2016,507316
30/11/2016,737036
01/12/2016,403660
02/12/2016,509751
03/12/2016,4316
04/12/2016,1001
05/12/2016,412674
06/12/2016,375436
07/12/2016,381103
08/12/2016,428962
09/12/2016,671525
10/12/2016,5210
11/12/2016,1430
12/12/2016,5479
13/12/2016,619022
14/12/2016,575573
15/12/2016,649143
16/12/2016,646222
17/12/2016,4319
18/12/2016,1787
19/12/2016,475142
20/12/2016,456578
21/12/2016,431086
22/12/2016,459949
23/12/2016,545860
24/12/2016,2622
25/12/2016,690
26/12/2016,317564
27/12/2016,333406
28/12/2016,389576
29/12/2016,489826
30/12/2016,675502
31/12/2016,2005
01/01/2017,459
02/01/2017,260225
03/01/2017,237080
04/01/2017,261070
05/01/2017,322235
06/01/2017,410583
07/01/2017,2479
08/01/2017,1134
09/01/2017,313050
10/01/2017,305535
11/01/2017,279799
12/01/2017,347969
13/01/2017,656894
14/01/2017,3721
15/01/2017,1434
16/01/2017,381678
17/01/2017,308666
18/01/2017,285506
19/01/2017,309818
20/01/2017,455527
21/01/2017,4121
22/01/2017,1150
23/01/2017,312488
24/01/2017,287770
25/01/2017,309175
26/01/2017,331803
27/01/2017,513681
28/01/2017,5211
29/01/2017,1911
30/01/2017,492365
31/01/2017,641222
01/02/2017,315857
02/02/2017,322408
03/02/2017,494031
04/02/2017,5082
05/02/2017,1098
06/02/2017,4428
07/02/2017,395492
08/02/2017,341448
09/02/2017,347486
10/02/2017,517880
11/02/2017,4840
12/02/2017,1517
13/02/2017,352309
14/02/2017,409543
15/02/2017,466770
16/02/2017,360636
17/02/2017,483074
18/02/2017,5075
19/02/2017,1797
20/02/2017,338981
21/02/2017,311527
22/02/2017,305289
23/02/2017,345859
24/02/2017,531983
25/02/2017,5955
26/02/2017,1482
27/02/2017,513010
28/02/2017,715682
01/03/2017,340305
02/03/2017,343270
03/03/2017,498217
04/03/2017,4864
05/03/2017,2184
06/03/2017,356048
07/03/2017,329835
08/03/2017,306150
09/03/2017,344691
10/03/2017,532913
11/03/2017,4899
12/03/2017,1962
13/03/2017,360421
14/03/2017,428396
15/03/2017,483953
16/03/2017,379816
17/03/2017,525927
18/03/2017,4051
19/03/2017,987
20/03/2017,3389
21/03/2017,403659
22/03/2017,342156
23/03/2017,358694
24/03/2017,524706
25/03/2017,5266
26/03/2017,2056
27/03/2017,353384
28/03/2017,345170
29/03/2017,378524
30/03/2017,538202
31/03/2017,772046
01/04/2017,7235
02/04/2017,3015
03/04/2017,383820
04/04/2017,335255
05/04/2017,360626
06/04/2017,381480
07/04/2017,572021
08/04/2017,6312
09/04/2017,1631
10/04/2017,393989
11/04/2017,433038
12/04/2017,658467
13/04/2017,8579
14/04/2017,3729
15/04/2017,3355
16/04/2017,1982
17/04/2017,410232
18/04/2017,323462
19/04/2017,318296
20/04/2017,354735
21/04/2017,498018
22/04/2017,5402
23/04/2017,1715
24/04/2017,346403
25/04/2017,362912
26/04/2017,361961
27/04/2017,510492
28/04/2017,814039
29/04/2017,23047
30/04/2017,3522
01/05/2017,7603
02/05/2017,478595
03/05/2017,367386
04/05/2017,409475
05/05/2017,530800
06/05/2017,6319
07/05/2017,2191
08/05/2017,358330
09/05/2017,350953
10/05/2017,287987
11/05/2017,362313
12/05/2017,651156
13/05/2017,7779
14/05/2017,2492
15/05/2017,528799
16/05/2017,355847
17/05/2017,335237
18/05/2017,352588
19/05/2017,508946
20/05/2017,6332
21/05/2017,1660
22/05/2017,337472
23/05/2017,321621
24/05/2017,318376
25/05/2017,385929
26/05/2017,538601
27/05/2017,7032
28/05/2017,2314
29/05/2017,411214
30/05/2017,530516
31/05/2017,684540
01/06/2017,371556
02/06/2017,504062
03/06/2017,7297
04/06/2017,2297
05/06/2017,393444
06/06/2017,333865
07/06/2017,336690
08/06/2017,363610
09/06/2017,546494
10/06/2017,6662
11/06/2017,2119
12/06/2017,361399
13/06/2017,351177
14/06/2017,451925
15/06/2017,549404
16/06/2017,538639
17/06/2017,6829
18/06/2017,1676
19/06/2017,356522
20/06/2017,340668
21/06/2017,320015
22/06/2017,360132
23/06/2017,528829
24/06/2017,6407
25/06/2017,2349
26/06/2017,363353
27/06/2017,359454
28/06/2017,407090
29/06/2017,551965
30/06/2017,843612
01/07/2017,9186
02/07/2017,3660
03/07/2017,402216
04/07/2017,343617
05/07/2017,368777
06/07/2017,394093
07/07/2017,549949
08/07/2017,7374
09/07/2017,2512
10/07/2017,386149
11/07/2017,338173
12/07/2017,365616
13/07/2017,453698
14/07/2017,762213
15/07/2017,10155
16/07/2017,3289
17/07/2017,403812
18/07/2017,332426
19/07/2017,317636
20/07/2017,375361
21/07/2017,533217
22/07/2017,7534
23/07/2017,2517
24/07/2017,349306
25/07/2017,353004
26/07/2017,394928
27/07/2017,425882
28/07/2017,702885
29/07/2017,10786
30/07/2017,3295
31/07/2017,724698
01/08/2017,396728
02/08/2017,320193
03/08/2017,377638
04/08/2017,548015
05/08/2017,8405
06/08/2017,2583
07/08/2017,368571
08/08/2017,337112
09/08/2017,367985
10/08/2017,399779
11/08/2017,540942
12/08/2017,8077
13/08/2017,2748
14/08/2017,489063
15/08/2017,521266
16/08/2017,347623
17/08/2017,378478
18/08/2017,520901
19/08/2017,7666
20/08/2017,2359
21/08/2017,348155
22/08/2017,334064
23/08/2017,372149
24/08/2017,369914
25/08/2017,554877
26/08/2017,7965
27/08/2017,2548
28/08/2017,393422
29/08/2017,421817
30/08/2017,536477
31/08/2017,750903
01/09/2017,495966
02/09/2017,9202
03/09/2017,3386
04/09/2017,375954
05/09/2017,368353
06/09/2017,382176
07/09/2017,375917
08/09/2017,542466
09/09/2017,8053
10/09/2017,2601
11/09/2017,374069
12/09/2017,342375
13/09/2017,369233
14/09/2017,553034
15/09/2017,615228
16/09/2017,5512
17/09/2017,3098
18/09/2017,358457
19/09/2017,259140
20/09/2017,339251
21/09/2017,345129
22/09/2017,505548
23/09/2017,8006
24/09/2017,2390
25/09/2017,379245
26/09/2017,355035
27/09/2017,376546
28/09/2017,535966
29/09/2017,897733
30/09/2017,17332
01/10/2017,4320
02/10/2017,426346
03/10/2017,358909
04/10/2017,399064
05/10/2017,404913
06/10/2017,554320
07/10/2017,8469
08/10/2017,2369
09/10/2017,366200
10/10/2017,380807
11/10/2017,342505
12/10/2017,435433
13/10/2017,778319
14/10/2017,11431
15/10/2017,4218
16/10/2017,423737
17/10/2017,361819
18/10/2017,384293
19/10/2017,376928
20/10/2017,547578
21/10/2017,9116
22/10/2017,2417
23/10/2017,366585
24/10/2017,356612
25/10/2017,366507
26/10/2017,413673
27/10/2017,627958
28/10/2017,10972
29/10/2017,3198
30/10/2017,603303
31/10/2017,818415
01/11/2017,409137
02/11/2017,19837
03/11/2017,649190
04/11/2017,10169
05/11/2017,3231
06/11/2017,429740
07/11/2017,376126
08/11/2017,354917
09/11/2017,413091
10/11/2017,614015
11/11/2017,10443
12/11/2017,2905
13/11/2017,415800
14/11/2017,506305
15/11/2017,627442
16/11/2017,452464
17/11/2017,648446
18/11/2017,12297
19/11/2017,3685
20/11/2017,6948
21/11/2017,444458
22/11/2017,416037
23/11/2017,422660
24/11/2017,609341
25/11/2017,11016
26/11/2017,3244
27/11/2017,431774
28/11/2017,457818
29/11/2017,658902
30/11/2017,906882
01/12/2017,607645
02/12/2017,13621
03/12/2017,4872
04/12/2017,438233
05/12/2017,462849
06/12/2017,447244
07/12/2017,503931
08/12/2017,874282
09/12/2017,14835
10/12/2017,4916
11/12/2017,523125
12/12/2017,30154
13/12/2017,727122
14/12/2017,700923
15/12/2017,990431
16/12/2017,18893
17/12/2017,6358
18/12/2017,574407
19/12/2017,532823
20/12/2017,547396
21/12/2017,565360
22/12/2017,738718
23/12/2017,17302
24/12/2017,4472
25/12/2017,2811
26/12/2017,455702
27/12/2017,539302
28/12/2017,617357
29/12/2017,931334
30/12/2017,24714
31/12/2017,6360
01/01/2018,4923
02/01/2018,355423
03/01/2018,296609
04/01/2018,360271
05/01/2018,512644
06/01/2018,13815
07/01/2018,4888
08/01/2018,358183
09/01/2018,329038
10/01/2018,420651
11/01/2018,373536
12/01/2018,658990
13/01/2018,16556
14/01/2018,5893
15/01/2018,588854
16/01/2018,376664
17/01/2018,340468
18/01/2018,356355
19/01/2018,539453
20/01/2018,14122
21/01/2018,4043
22/01/2018,360523
23/01/2018,336327
24/01/2018,386324
25/01/2018,396179
26/01/2018,556820
27/01/2018,14834
28/01/2018,4009
29/01/2018,440890
30/01/2018,561322
31/01/2018,751224
01/02/2018,417220
02/02/2018,555897
03/02/2018,17085
04/02/2018,4386
05/02/2018,13415
06/02/2018,458765
07/02/2018,441504
08/02/2018,410495
09/02/2018,599725
10/02/2018,15966
11/02/2018,3741
12/02/2018,394771
13/02/2018,371050
14/02/2018,478803
15/02/2018,598050
16/02/2018,595838
17/02/2018,17639
18/02/2018,4427
19/02/2018,383432
20/02/2018,368864
21/02/2018,413490
22/02/2018,404239
23/02/2018,596519
24/02/2018,15637
25/02/2018,4322
26/02/2018,458398
27/02/2018,576312
28/02/2018,856015
01/03/2018,441377
02/03/2018,567980
03/03/2018,18073
04/03/2018,5588
05/03/2018,441159
06/03/2018,380279
07/03/2018,434753
08/03/2018,415107
09/03/2018,621263
10/03/2018,16332
11/03/2018,4027
12/03/2018,408077
13/03/2018,399400
14/03/2018,504949
15/03/2018,646634
16/03/2018,653358
17/03/2018,19358
18/03/2018,4814
19/03/2018,12706
20/03/2018,494440
21/03/2018,480394
22/03/2018,472108
23/03/2018,689469
24/03/2018,20210
25/03/2018,4936
26/03/2018,484539
27/03/2018,625879
28/03/2018,991641
29/03/2018,35496
30/03/2018,12959
31/03/2018,9787
01/04/2018,6119
02/04/2018,462104
03/04/2018,390406
04/04/2018,455670
05/04/2018,442190
06/04/2018,604879
07/04/2018,17161
08/04/2018,4360
09/04/2018,409748
10/04/2018,406630
11/04/2018,374830
12/04/2018,492628
13/04/2018,862489
14/04/2018,22452
15/04/2018,6884
16/04/2018,449146
17/04/2018,413706
18/04/2018,434179
19/04/2018,417199
20/04/2018,607755
21/04/2018,17402
22/04/2018,4347
23/04/2018,400778
24/04/2018,386960
25/04/2018,410754
26/04/2018,483094
27/04/2018,692121
28/04/2018,55649
29/04/2018,5132
30/04/2018,832189
01/05/2018,23287
02/05/2018,557269
03/05/2018,466417
04/05/2018,625578
05/05/2018,21941
06/05/2018,5349
07/05/2018,432789
08/05/2018,394569
09/05/2018,404384
10/05/2018,381322
11/05/2018,603885
12/05/2018,13206
13/05/2018,4242
14/05/2018,569159
15/05/2018,611001
16/05/2018,455213
17/05/2018,430848
18/05/2018,588167
19/05/2018,12010
20/05/2018,3516
21/05/2018,400075
22/05/2018,382801
23/05/2018,366179
24/05/2018,426650
25/05/2018,611927
26/05/2018,15003
27/05/2018,4753
28/05/2018,437794
29/05/2018,476841
30/05/2018,672081
31/05/2018,827279
01/06/2018,577730
02/06/2018,19313
03/06/2018,5859
04/06/2018,427576
05/06/2018,429374
06/06/2018,391635
07/06/2018,436546
08/06/2018,657418
09/06/2018,20338
10/06/2018,4549
11/06/2018,426526
12/06/2018,394546
13/06/2018,459443
14/06/2018,582552
15/06/2018,797255
16/06/2018,19703
17/06/2018,5199
18/06/2018,433797
19/06/2018,383195
20/06/2018,381127
21/06/2018,427740
22/06/2018,595130
23/06/2018,14415
24/06/2018,5079
25/06/2018,432246
26/06/2018,402401
27/06/2018,482142
28/06/2018,608570
29/06/2018,998250
30/06/2018,34093
01/07/2018,7892
02/07/2018,475962
03/07/2018,409362
04/07/2018,400195
05/07/2018,478949
06/07/2018,621685
07/07/2018,17613
08/07/2018,5127
09/07/2018,411279
10/07/2018,416151
11/07/2018,463439
12/07/2018,512498
13/07/2018,871867
14/07/2018,23221
15/07/2018,7492
16/07/2018,481066
17/07/2018,411930
18/07/2018,372232
19/07/2018,430821
20/07/2018,596425
21/07/2018,18259
22/07/2018,4769
23/07/2018,394025
24/07/2018,386808
25/07/2018,481750
26/07/2018,457187
27/07/2018,662099
28/07/2018,21700
29/07/2018,5392
30/07/2018,635737
31/07/2018,811263
01/08/2018,458834
02/08/2018,428696
03/08/2018,614898
04/08/2018,23209
05/08/2018,7439
06/08/2018,418706
07/08/2018,401806
08/08/2018,460116
09/08/2018,451607
10/08/2018,648868
11/08/2018,20475
12/08/2018,4800
13/08/2018,443231
14/08/2018,554516
15/08/2018,602343
16/08/2018,466419
17/08/2018,604743
18/08/2018,21279
19/08/2018,5321
20/08/2018,420415
21/08/2018,390283
22/08/2018,448266
23/08/2018,432294
24/08/2018,617717
25/08/2018,19987
26/08/2018,4982
27/08/2018,433251
28/08/2018,440766
29/08/2018,479873
30/08/2018,702216
31/08/2018,964727
01/09/2018,26864
02/09/2018,8358
03/09/2018,467276
04/09/2018,415081
05/09/2018,488283
06/09/2018,442673
07/09/2018,627222
08/09/2018,20757
09/09/2018,5518
10/09/2018,446969
11/09/2018,389897
12/09/2018,386046
13/09/2018,540249
14/09/2018,865419
15/09/2018,27770
16/09/2018,7189
17/09/2018,467655
18/09/2018,384894
19/09/2018,436866
20/09/2018,433394
21/09/2018,601764
22/09/2018,21085
23/09/2018,5133
24/09/2018,427485
25/09/2018,434340
26/09/2018,438098
27/09/2018,618690
28/09/2018,1037690
29/09/2018,47474
30/09/2018,12246
01/10/2018,485857
02/10/2018,407518
03/10/2018,484921
04/10/2018,455920
05/10/2018,653213
06/10/2018,23282
07/10/2018,5054
08/10/2018,425931
09/10/2018,403291
10/10/2018,427708
11/10/2018,479851
12/10/2018,735340
13/10/2018,25893
14/10/2018,8261
15/10/2018,670239
16/10/2018,443307
17/10/2018,469430
18/10/2018,439871
19/10/2018,568031
20/10/2018,25612
21/10/2018,5168
22/10/2018,445544
23/10/2018,394451
24/10/2018,384307
25/10/2018,486318
26/10/2018,647113
27/10/2018,28269
28/10/2018,6908
29/10/2018,555274
30/10/2018,704117
31/10/2018,956290
01/11/2018,603453
02/11/2018,50797
03/11/2018,21079
04/11/2018,7720
05/11/2018,571021
06/11/2018,455920
07/11/2018,426082
08/11/2018,484240
09/11/2018,691264
10/11/2018,27617
11/11/2018,7987
12/11/2018,464593
13/11/2018,454770
14/11/2018,648179
15/11/2018,732478
16/11/2018,738773
17/11/2018,32935
18/11/2018,9837
19/11/2018,21372
20/11/2018,554819
21/11/2018,464005
22/11/2018,491984
23/11/2018,674952
24/11/2018,27372
25/11/2018,7269
26/11/2018,490589
27/11/2018,464626
28/11/2018,589183
29/11/2018,774607
30/11/2018,1128953
01/12/2018,29560
02/12/2018,12670
03/12/2018,687232
04/12/2018,480543
05/12/2018,541892
06/12/2018,570490
07/12/2018,819493
08/12/2018,34789
09/12/2018,10302
10/12/2018,605173
11/12/2018,680683
12/12/2018,77141
13/12/2018,873304
14/12/2018,1013870
15/12/2018,176864
16/12/2018,15029
17/12/2018,696769
18/12/2018,598338
19/12/2018,613109
20/12/2018,702037
21/12/2018,872131
22/12/2018,45021
23/12/2018,12761
24/12/2018,374392
25/12/2018,8624
26/12/2018,556769
27/12/2018,609781
28/12/2018,907918
29/12/2018,50705
30/12/2018,12896
31/12/2018,653489
01/01/2019,11569
02/01/2019,376576
03/01/2019,399612
04/01/2019,556894
05/01/2019,29887
06/01/2019,8784
07/01/2019,434580
08/01/2019,382368
09/01/2019,448869
10/01/2019,463495
11/01/2019,627578
12/01/2019,29817
13/01/2019,8742
14/01/2019,591932
15/01/2019,655048
16/01/2019,421828
17/01/2019,448699
18/01/2019,596121
19/01/2019,26842
20/01/2019,7670
21/01/2019,415479
22/01/2019,382903
23/01/2019,435990
24/01/2019,422636
25/01/2019,627202
26/01/2019,27877
27/01/2019,7825
28/01/2019,386995
29/01/2019,478749
30/01/2019,690453
31/01/2019,897535
01/02/2019,617643
02/02/2019,34159
03/02/2019,9902
04/02/2019,24553
05/02/2019,551639
06/02/2019,507091
07/02/2019,476572
08/02/2019,665408
09/02/2019,28960
10/02/2019,8239
11/02/2019,460379
12/02/2019,407752
13/02/2019,421990
14/02/2019,619773
15/02/2019,865262
16/02/2019,35239
17/02/2019,10701
18/02/2019,475183
19/02/2019,401333
20/02/2019,470908
21/02/2019,452627
22/02/2019,638989
23/02/2019,28353
24/02/2019,7954
25/02/2019,498064
26/02/2019,485043
27/02/2019,655487
28/02/2019,1000643
01/03/2019,659738
02/03/2019,34003
03/03/2019,11870
04/03/2019,483106
05/03/2019,457281
06/03/2019,483387
07/03/2019,477614
08/03/2019,660833
09/03/2019,30049
10/03/2019,8451
11/03/2019,486561
12/03/2019,427525
13/03/2019,443027
14/03/2019,664640
15/03/2019,921749
16/03/2019,32497
17/03/2019,6155
18/03/2019,15945
19/03/2019,547128
20/03/2019,538076
21/03/2019,483460
22/03/2019,667095
23/03/2019,21824
24/03/2019,5396
25/03/2019,503155
26/03/2019,445228
27/03/2019,478474
28/03/2019,684592
29/03/2019,1130624
30/03/2019,44432
31/03/2019,10009
01/04/2019,567762
02/04/2019,433120
03/04/2019,520660
04/04/2019,504609
05/04/2019,702220
06/04/2019,22940
07/04/2019,5443
08/04/2019,477934
09/04/2019,434090
10/04/2019,472963
11/04/2019,546483
12/04/2019,894369
13/04/2019,29066
14/04/2019,7441
15/04/2019,732587
16/04/2019,522607
17/04/2019,718189
18/04/2019,26094
19/04/2019,10336
20/04/2019,8232
21/04/2019,4056
22/04/2019,494248
23/04/2019,428378
24/04/2019,427330
25/04/2019,522282
26/04/2019,715535
27/04/2019,34546
28/04/2019,6511
29/04/2019,758780
30/04/2019,1089566
01/05/2019,34898
02/05/2019,591627
03/05/2019,697507
04/05/2019,24584
05/05/2019,8594
06/05/2019,527446
07/05/2019,454658
08/05/2019,441223
09/05/2019,548454
10/05/2019,603224
11/05/2019,25031
12/05/2019,6663
13/05/2019,521005
14/05/2019,634937
15/05/2019,793032
16/05/2019,522162
17/05/2019,670669
18/05/2019,28587
19/05/2019,6031
20/05/2019,477854
21/05/2019,419304
22/05/2019,414824
23/05/2019,478658
24/05/2019,681847
25/05/2019,34741
26/05/2019,10631
27/05/2019,485500
28/05/2019,478673
29/05/2019,614942
30/05/2019,791565
31/05/2019,1027102
01/06/2019,47911
02/06/2019,14878
03/06/2019,557784
04/06/2019,451691
05/06/2019,463279
06/06/2019,494848
07/06/2019,794106
08/06/2019,36582
09/06/2019,10249
10/06/2019,520712
11/06/2019,428288
12/06/2019,502551
13/06/2019,599278
14/06/2019,957133
15/06/2019,61782
16/06/2019,12510
17/06/2019,563945
18/06/2019,443131
19/06/2019,421702
20/06/2019,502120
21/06/2019,663208
22/06/2019,36965
23/06/2019,9419
24/06/2019,478570
25/06/2019,484208
26/06/2019,563287
27/06/2019,701589
28/06/2019,1136149
29/06/2019,73959
30/06/2019,24945
01/07/2019,607020
02/07/2019,468806
03/07/2019,462008
04/07/2019,523304
05/07/2019,752754
06/07/2019,39400
07/07/2019,11133
08/07/2019,492055
09/07/2019,442686
10/07/2019,560347
11/07/2019,539237
12/07/2019,892476
13/07/2019,48141
14/07/2019,16268
15/07/2019,782838
16/07/2019,484396
17/07/2019,448874
18/07/2019,501949
19/07/2019,666250
20/07/2019,39548
21/07/2019,9659
22/07/2019,466500
23/07/2019,427413
24/07/2019,493647
25/07/2019,513353
26/07/2019,716839
27/07/2019,41096
28/07/2019,11237
29/07/2019,572141
30/07/2019,734371
31/07/2019,909806
01/08/2019,595800
02/08/2019,652879
03/08/2019,44970
04/08/2019,12987
05/08/2019,544859
06/08/2019,451230
07/08/2019,520933
08/08/2019,512263
09/08/2019,729708
10/08/2019,43268
11/08/2019,10914
12/08/2019,517780
13/08/2019,465145
14/08/2019,629932
15/08/2019,792353
16/08/2019,712182
17/08/2019,45375
18/08/2019,13294
19/08/2019,496551
20/08/2019,444299
21/08/2019,502808
22/08/2019,501443
23/08/2019,684364
24/08/2019,42508
25/08/2019,12599
26/08/2019,514045
27/08/2019,473538
28/08/2019,515479
29/08/2019,775782
30/08/2019,1025630
31/08/2019,95869
01/09/2019,22188
02/09/2019,602265
03/09/2019,491726
04/09/2019,549718
05/09/2019,538751
06/09/2019,709265
07/09/2019,42532
08/09/2019,13086
09/09/2019,507117
10/09/2019,514999
11/09/2019,455852
12/09/2019,647032
13/09/2019,1020925
14/09/2019,63139
15/09/2019,16264
16/09/2019,25126
17/09/2019,582634
18/09/2019,567039
19/09/2019,509434
20/09/2019,704491
21/09/2019,44967
22/09/2019,12570
23/09/2019,495065
24/09/2019,451923
25/09/2019,486072
26/09/2019,582819
27/09/2019,957285
28/09/2019,59601
29/09/2019,17661
30/09/2019,987004
01/10/2019,593359
02/10/2019,573724
03/10/2019,528246
04/10/2019,749708
05/10/2019,49500
06/10/2019,13545
07/10/2019,522053
08/10/2019,455133
09/10/2019,442869
10/10/2019,552410
11/10/2019,746742
12/10/2019,49156
13/10/2019,14083
14/10/2019,655180
15/10/2019,787778
16/10/2019,559625
17/10/2019,512318
18/10/2019,694727
19/10/2019,46675
20/10/2019,14724
21/10/2019,498494
22/10/2019,437362
23/10/2019,434624
24/10/2019,517031
25/10/2019,734151
26/10/2019,49154
27/10/2019,14235
28/10/2019,557578
29/10/2019,580505
30/10/2019,870136
31/10/2019,1032037
01/11/2019,655426
02/11/2019,44485
03/11/2019,19414
04/11/2019,534186
05/11/2019,513081
06/11/2019,460576
07/11/2019,557230
08/11/2019,769202
09/11/2019,53944
10/11/2019,16519
11/11/2019,529191
12/11/2019,484348
13/11/2019,605571
14/11/2019,810906
15/11/2019,1113499
16/11/2019,75911
17/11/2019,22923
18/11/2019,43805
19/11/2019,640276
20/11/2019,526866
21/11/2019,566625
22/11/2019,766135
23/11/2019,56209
24/11/2019,16893
25/11/2019,549862
26/11/2019,544740
27/11/2019,653097
28/11/2019,821217
29/11/2019,1326674
30/11/2019,116042
01/12/2019,35141
02/12/2019,644578
03/12/2019,568568
04/12/2019,574813
05/12/2019,693251
06/12/2019,1135291
07/12/2019,70714
08/12/2019,22861
09/12/2019,639965
10/12/2019,721819
11/12/2019,928152
12/12/2019,167789
13/12/2019,1547246
