
"Banco de México"

"Sistemas de pago de bajo valor"
"Número de operaciones tercero a tercero en SPEI"

"Fecha de consulta: 25/07/2026 12:23:09"

""

"Título","Número de operaciones tercero a tercero en SPEI - Mayores a 8 mil y menores a 300 mil"
"Periodo disponible","01/01/2009 - 20/07/2026"
"Periodicidad","Diaria"
"Cifra","Flujos"
"Unidad","Sin Unidad"
"Base",""
"Aviso",""
"Tipo de información","Niveles"
"Fecha","SF336087"
26/08/2023,345653
27/08/2023,159547
28/08/2023,1106723
29/08/2023,1205242
30/08/2023,1616657
31/08/2023,1970339
01/09/2023,1460016
02/09/2023,408287
03/09/2023,204067
04/09/2023,1112593
05/09/2023,1022543
06/09/2023,921433
07/09/2023,1022445
08/09/2023,1332059
09/09/2023,343419
10/09/2023,164754
11/09/2023,1068238
12/09/2023,942081
13/09/2023,1114909
14/09/2023,1527576
15/09/2023,1721183
16/09/2023,287311
17/09/2023,188599
18/09/2023,1039673
19/09/2023,900783
20/09/2023,906016
21/09/2023,995821
22/09/2023,1266619
23/09/2023,339737
24/09/2023,159613
25/09/2023,1081465
26/09/2023,1006305
27/09/2023,1133670
28/09/2023,1466648
29/09/2023,2410331
30/09/2023,546295
01/10/2023,273707
02/10/2023,1341634
03/10/2023,1051717
04/10/2023,981525
05/10/2023,1100079
06/10/2023,1342986
07/10/2023,353885
08/10/2023,166072
09/10/2023,1013701
10/10/2023,1013486
11/10/2023,1046362
12/10/2023,1178793
13/10/2023,2090156
14/10/2023,432977
15/10/2023,235789
16/10/2023,1193168
17/10/2023,977176
18/10/2023,924598
19/10/2023,1022685
20/10/2023,1319828
21/10/2023,351252
22/10/2023,168821
23/10/2023,1009333
24/10/2023,941760
25/10/2023,1106386
26/10/2023,1089582
27/10/2023,1630373
28/10/2023,397016
29/10/2023,183889
30/10/2023,1712333
31/10/2023,2011603
01/11/2023,1373374
02/11/2023,473224
03/11/2023,1566655
04/11/2023,398831
05/11/2023,203341
06/11/2023,1179106
07/11/2023,1077332
08/11/2023,1102037
09/11/2023,1115269
10/11/2023,1599610
11/11/2023,416958
12/11/2023,194411
13/11/2023,1252216
14/11/2023,1488661
15/11/2023,1763587
16/11/2023,1322477
17/11/2023,1620787
18/11/2023,460608
19/11/2023,214508
20/11/2023,352273
21/11/2023,1229657
22/11/2023,1138954
23/11/2023,1104989
24/11/2023,1511795
25/11/2023,410194
26/11/2023,192550
27/11/2023,1279863
28/11/2023,1285276
29/11/2023,1687109
30/11/2023,2427776
01/12/2023,1799232
02/12/2023,499410
03/12/2023,268883
04/12/2023,1376580
05/12/2023,1292416
06/12/2023,1341509
07/12/2023,1566975
08/12/2023,2089238
09/12/2023,507832
10/12/2023,260325
11/12/2023,1699457
12/12/2023,697585
13/12/2023,1781677
14/12/2023,2159901
15/12/2023,2680917
16/12/2023,679844
17/12/2023,321898
18/12/2023,1649079
19/12/2023,1442944
20/12/2023,1563397
21/12/2023,1498124
22/12/2023,1798066
23/12/2023,540916
24/12/2023,221194
25/12/2023,95848
26/12/2023,164551
27/12/2023,1277878
28/12/2023,1663722
29/12/2023,2266188
30/12/2023,624965
31/12/2023,273502
01/01/2024,275990
02/01/2024,1272632
03/01/2024,1172578
04/01/2024,1103922
05/01/2024,1510185
06/01/2024,396716
07/01/2024,208318
08/01/2024,1070566
09/01/2024,954089
10/01/2024,1060429
11/01/2024,1170969
12/01/2024,1774827
13/01/2024,455681
14/01/2024,235924
15/01/2024,1834161
16/01/2024,1122938
17/01/2024,1126563
18/01/2024,1052523
19/01/2024,1347993
20/01/2024,409581
21/01/2024,198878
22/01/2024,1047574
23/01/2024,949420
24/01/2024,946078
25/01/2024,1126039
26/01/2024,1470350
27/01/2024,427715
28/01/2024,204998
29/01/2024,1385531
30/01/2024,1658521
31/01/2024,2136687
01/02/2024,1413025
02/02/2024,1480981
03/02/2024,463774
04/02/2024,215849
05/02/2024,383092
06/02/2024,1264103
07/02/2024,1062067
08/02/2024,1144132
09/02/2024,1487957
10/02/2024,427243
11/02/2024,199368
12/02/2024,1125575
13/02/2024,1075286
14/02/2024,1488365
15/02/2024,1780948
16/02/2024,1523824
17/02/2024,454736
18/02/2024,221267
19/02/2024,1101880
20/02/2024,1023060
21/02/2024,981611
22/02/2024,1097584
23/02/2024,1466254
24/02/2024,420077
25/02/2024,209322
26/02/2024,1230069
27/02/2024,1210294
28/02/2024,1848816
29/02/2024,2241132
01/03/2024,1740652
02/03/2024,527784
03/03/2024,282862
04/03/2024,1320586
05/03/2024,1163670
06/03/2024,1046150
07/03/2024,1182595
08/03/2024,1513037
09/03/2024,432726
10/03/2024,217549
11/03/2024,1161063
12/03/2024,1100071
13/03/2024,1246108
14/03/2024,1600898
15/03/2024,2178816
16/03/2024,543671
17/03/2024,235420
18/03/2024,383798
19/03/2024,1283874
20/03/2024,1149905
21/03/2024,1266258
22/03/2024,1697470
23/03/2024,480012
24/03/2024,220910
25/03/2024,1336256
26/03/2024,1489249
27/03/2024,2708760
28/03/2024,661104
29/03/2024,377289
30/03/2024,331144
31/03/2024,276458
01/04/2024,1639519
02/04/2024,1175872
03/04/2024,1136753
04/04/2024,1208363
05/04/2024,1562195
06/04/2024,442816
07/04/2024,210996
08/04/2024,1119960
09/04/2024,1077578
10/04/2024,1219108
11/04/2024,1188799
12/04/2024,1970296
13/04/2024,493915
14/04/2024,255279
15/04/2024,1933075
16/04/2024,1215836
17/04/2024,1081213
18/04/2024,1145380
19/04/2024,1466801
20/04/2024,448235
21/04/2024,217854
22/04/2024,1137964
23/04/2024,1029921
24/04/2024,1133502
25/04/2024,1245093
26/04/2024,1697172
27/04/2024,492822
28/04/2024,240106
29/04/2024,1886269
30/04/2024,2290698
01/05/2024,620392
02/05/2024,1576312
03/05/2024,1639018
04/05/2024,487225
05/05/2024,258221
06/05/2024,1269385
07/05/2024,1097844
08/05/2024,1227965
09/05/2024,1385539
10/05/2024,1501574
11/05/2024,454137
12/05/2024,225153
13/05/2024,1288081
14/05/2024,1646770
15/05/2024,1858912
16/05/2024,1340329
17/05/2024,1571951
18/05/2024,479848
19/05/2024,235266
20/05/2024,1235171
21/05/2024,1110667
22/05/2024,1155102
23/05/2024,1204166
24/05/2024,1601883
25/05/2024,460723
26/05/2024,223760
27/05/2024,1265812
28/05/2024,1245127
29/05/2024,1376502
30/05/2024,1980872
31/05/2024,2384361
01/06/2024,697671
02/06/2024,286621
03/06/2024,1529261
04/06/2024,1199458
05/06/2024,1294777
06/06/2024,1208771
07/06/2024,1611996
08/06/2024,477691
09/06/2024,230629
10/06/2024,1300188
11/06/2024,1059080
12/06/2024,1125019
13/06/2024,1462668
14/06/2024,2365329
15/06/2024,632770
16/06/2024,276632
17/06/2024,1330059
18/06/2024,1092454
19/06/2024,1102591
20/06/2024,1128551
21/06/2024,1462599
22/06/2024,456840
23/06/2024,220859
24/06/2024,1198866
25/06/2024,1178573
26/06/2024,1188912
27/06/2024,1645740
28/06/2024,2809378
29/06/2024,694626
30/06/2024,365110
01/07/2024,1623481
02/07/2024,1247070
03/07/2024,1271423
04/07/2024,1268408
05/07/2024,1631680
06/07/2024,487729
07/07/2024,234098
08/07/2024,1209448
09/07/2024,1076069
10/07/2024,1212499
11/07/2024,1250092
12/07/2024,2079751
13/07/2024,567049
14/07/2024,273390
15/07/2024,2027945
16/07/2024,1240203
17/07/2024,1248237
18/07/2024,1192186
19/07/2024,1511877
20/07/2024,493367
21/07/2024,240694
22/07/2024,1189087
23/07/2024,1036381
24/07/2024,1075967
25/07/2024,1262471
26/07/2024,1671450
27/07/2024,491538
28/07/2024,238241
29/07/2024,1460275
30/07/2024,1851621
31/07/2024,2224610
01/08/2024,1578934
02/08/2024,1601582
03/08/2024,543771
04/08/2024,278481
05/08/2024,1385120
06/08/2024,1145159
07/08/2024,1076075
08/08/2024,1200743
09/08/2024,1627230
10/08/2024,508608
11/08/2024,228823
12/08/2024,1273610
13/08/2024,1230366
14/08/2024,1703820
15/08/2024,1963344
16/08/2024,1643590
17/08/2024,539666
18/08/2024,258514
19/08/2024,1195055
20/08/2024,1121720
21/08/2024,1071637
22/08/2024,1188207
23/08/2024,1562926
24/08/2024,494649
25/08/2024,244330
26/08/2024,1238413
27/08/2024,1187361
28/08/2024,1464102
29/08/2024,1777482
30/08/2024,2674316
31/08/2024,760490
01/09/2024,420677
02/09/2024,1564622
03/09/2024,1252911
04/09/2024,1140926
05/09/2024,1323241
06/09/2024,1575014
07/09/2024,499536
08/09/2024,245476
09/09/2024,1232596
10/09/2024,1214831
11/09/2024,1255203
12/09/2024,1472913
13/09/2024,2418228
14/09/2024,622514
15/09/2024,301865
16/09/2024,385948
17/09/2024,1430002
18/09/2024,1133952
19/09/2024,1221979
20/09/2024,1546567
21/09/2024,503195
22/09/2024,247713
23/09/2024,1204722
24/09/2024,1093986
25/09/2024,1322193
26/09/2024,1353114
27/09/2024,2282374
28/09/2024,613860
29/09/2024,302295
30/09/2024,2494355
01/10/2024,699687
02/10/2024,1562203
03/10/2024,1382497
04/10/2024,1681065
05/10/2024,546816
06/10/2024,266074
07/10/2024,1261876
08/10/2024,1089138
09/10/2024,1221255
10/10/2024,1325905
11/10/2024,1620700
12/10/2024,526926
13/10/2024,255654
14/10/2024,1746661
15/10/2024,1915814
16/10/2024,1237385
17/10/2024,1277776
18/10/2024,1551308
19/10/2024,516174
20/10/2024,263009
21/10/2024,1199620
22/10/2024,1091739
23/10/2024,1207687
24/10/2024,1189875
25/10/2024,1622351
26/10/2024,520665
27/10/2024,253800
28/10/2024,1399212
29/10/2024,1481431
30/10/2024,1873979
31/10/2024,2343765
01/11/2024,1934520
02/11/2024,560585
03/11/2024,342171
04/11/2024,1437758
05/11/2024,1275273
06/11/2024,1313114
07/11/2024,1302322
08/11/2024,1763299
09/11/2024,548355
10/11/2024,288303
11/11/2024,1367647
12/11/2024,1240082
13/11/2024,1432744
14/11/2024,1971131
15/11/2024,2668145
16/11/2024,748434
17/11/2024,361148
18/11/2024,534053
19/11/2024,1469347
20/11/2024,1372940
21/11/2024,1326376
22/11/2024,1686687
23/11/2024,570695
24/11/2024,285889
25/11/2024,1409163
26/11/2024,1326458
27/11/2024,1426922
28/11/2024,1930674
29/11/2024,3055938
30/11/2024,909214
01/12/2024,514890
02/12/2024,1813359
03/12/2024,1509267
04/12/2024,1598911
05/12/2024,1964822
06/12/2024,2423273
07/12/2024,693149
08/12/2024,348700
09/12/2024,1946991
10/12/2024,1870286
11/12/2024,2222497
12/12/2024,953703
13/12/2024,3716086
14/12/2024,920740
15/12/2024,528368
16/12/2024,2141389
17/12/2024,1769062
18/12/2024,1905531
19/12/2024,1969913
20/12/2024,2356758
21/12/2024,768688
22/12/2024,403155
23/12/2024,1738015
24/12/2024,1059063
25/12/2024,256466
26/12/2024,1445668
27/12/2024,1963844
28/12/2024,658995
29/12/2024,347963
30/12/2024,2241595
31/12/2024,1800313
01/01/2025,444140
02/01/2025,1494000
03/01/2025,1576308
04/01/2025,619858
05/01/2025,349160
06/01/2025,1396160
07/01/2025,1137892
08/01/2025,1134828
09/01/2025,1258350
10/01/2025,1741759
11/01/2025,562137
12/01/2025,286233
13/01/2025,1378050
14/01/2025,1714641
15/01/2025,2203491
16/01/2025,1454234
17/01/2025,1636126
18/01/2025,588015
19/01/2025,304518
20/01/2025,1295212
21/01/2025,1106956
22/01/2025,1086364
23/01/2025,1231046
24/01/2025,1613371
25/01/2025,553984
26/01/2025,288042
27/01/2025,1379767
28/01/2025,1308288
29/01/2025,1674316
30/01/2025,2017423
31/01/2025,2675758
01/02/2025,870791
02/02/2025,396705
03/02/2025,627205
04/02/2025,1699401
05/02/2025,1374111
06/02/2025,1381721
07/02/2025,1730940
08/02/2025,571577
09/02/2025,283010
10/02/2025,1391822
11/02/2025,1162156
12/02/2025,1294524
13/02/2025,1594948
14/02/2025,2517406
15/02/2025,746670
16/02/2025,370333
17/02/2025,881338
18/02/2025,1163959
19/02/2025,1114977
20/02/2025,1287956
21/02/2025,1591693
22/02/2025,555905
23/02/2025,276010
24/02/2025,1328170
25/02/2025,1313173
26/02/2025,1527881
27/02/2025,2066273
28/02/2025,2942400
01/03/2025,918288
02/03/2025,430499
03/03/2025,1729286
04/03/2025,1327636
05/03/2025,1283487
06/03/2025,1348478
07/03/2025,1720997
08/03/2025,569467
09/03/2025,281836
10/03/2025,1434116
11/03/2025,1181702
12/03/2025,1328292
13/03/2025,1699701
14/03/2025,2669720
15/03/2025,759659
16/03/2025,344662
17/03/2025,520411
18/03/2025,1520273
19/03/2025,1221097
20/03/2025,1353638
21/03/2025,1659245
22/03/2025,566151
23/03/2025,274964
24/03/2025,1313946
25/03/2025,1299247
26/03/2025,1372170
27/03/2025,1527880
28/03/2025,2534600
29/03/2025,722916
30/03/2025,366516
31/03/2025,2551988
01/04/2025,1718046
02/04/2025,1328583
03/04/2025,1467027
04/04/2025,1838176
05/04/2025,644116
06/04/2025,325956
07/04/2025,1436108
08/04/2025,1257293
09/04/2025,1423068
10/04/2025,1630358
11/04/2025,2061152
12/04/2025,645126
13/04/2025,318115
14/04/2025,2000953
15/04/2025,2232202
16/04/2025,1889897
17/04/2025,664020
18/04/2025,394783
19/04/2025,344706
20/04/2025,269758
21/04/2025,1496328
22/04/2025,1282436
23/04/2025,1366966
24/04/2025,1416662
25/04/2025,1888241
26/04/2025,619229
27/04/2025,325809
28/04/2025,1688402
29/04/2025,2041504
30/04/2025,2897203
01/05/2025,860722
02/05/2025,2189698
03/05/2025,695422
04/05/2025,371709
05/05/2025,1592792
06/05/2025,1376199
07/05/2025,1459145
08/05/2025,1573091
09/05/2025,2111536
10/05/2025,604342
11/05/2025,328994
12/05/2025,1503909
13/05/2025,1473579
14/05/2025,1981013
15/05/2025,2379046
16/05/2025,2008792
17/05/2025,680034
18/05/2025,357943
19/05/2025,1473129
20/05/2025,1355792
21/05/2025,1411998
22/05/2025,1438905
23/05/2025,1890299
24/05/2025,631776
25/05/2025,332192
26/05/2025,1480053
27/05/2025,1393825
28/05/2025,1599478
29/05/2025,2027533
30/05/2025,3219368
31/05/2025,956673
01/06/2025,567625
02/06/2025,1867419
03/06/2025,1427394
04/06/2025,1497848
05/06/2025,1552432
06/06/2025,1880559
07/06/2025,642084
08/06/2025,332090
09/06/2025,1472807
10/06/2025,1403930
11/06/2025,1325165
12/06/2025,1670313
13/06/2025,2862499
14/06/2025,784783
15/06/2025,443012
16/06/2025,1663847
17/06/2025,1357405
18/06/2025,1404553
19/06/2025,1321881
20/06/2025,1771529
21/06/2025,631170
22/06/2025,327468
23/06/2025,1387686
24/06/2025,1262355
25/06/2025,1391807
26/06/2025,1636032
27/06/2025,2485222
28/06/2025,810486
29/06/2025,411317
30/06/2025,3102634
01/07/2025,1891548
02/07/2025,1506107
03/07/2025,1592879
04/07/2025,1934286
05/07/2025,648191
06/07/2025,370571
07/07/2025,1538709
08/07/2025,1341347
09/07/2025,1274154
10/07/2025,1610080
11/07/2025,1938889
12/07/2025,695657
13/07/2025,349218
14/07/2025,2160591
15/07/2025,2352872
16/07/2025,1699113
17/07/2025,1491809
18/07/2025,1816551
19/07/2025,667963
20/07/2025,356117
21/07/2025,1462262
22/07/2025,1285990
23/07/2025,1253122
24/07/2025,1396149
25/07/2025,1915134
26/07/2025,676477
27/07/2025,343365
28/07/2025,1604081
29/07/2025,1664713
30/07/2025,2301024
31/07/2025,2640894
01/08/2025,2215974
02/08/2025,793442
03/08/2025,433868
04/08/2025,1667972
05/08/2025,1528909
06/08/2025,1362525
07/08/2025,1482923
08/08/2025,1938910
09/08/2025,667165
10/08/2025,356614
11/08/2025,1504570
12/08/2025,1283968
13/08/2025,1582930
14/08/2025,2104176
15/08/2025,2709231
16/08/2025,826206
17/08/2025,419362
18/08/2025,1567398
19/08/2025,1314222
20/08/2025,1284731
21/08/2025,1410851
22/08/2025,1756307
23/08/2025,669301
24/08/2025,349088
25/08/2025,1552173
26/08/2025,1387963
27/08/2025,1619562
28/08/2025,2051228
29/08/2025,3321995
30/08/2025,979186
31/08/2025,545715
01/09/2025,2012273
02/09/2025,1496808
03/09/2025,1385019
04/09/2025,1504936
05/09/2025,1930039
06/09/2025,693170
07/09/2025,363991
08/09/2025,1452738
09/09/2025,1329173
10/09/2025,1564533
11/09/2025,1487736
12/09/2025,2480157
13/09/2025,762938
14/09/2025,401722
15/09/2025,2125496
16/09/2025,546440
17/09/2025,1514224
18/09/2025,1463862
19/09/2025,1819708
20/09/2025,682266
21/09/2025,354804
22/09/2025,1451062
23/09/2025,1264586
24/09/2025,1390705
25/09/2025,1524308
26/09/2025,2017520
27/09/2025,728765
28/09/2025,388468
29/09/2025,2343289
30/09/2025,2931547
01/10/2025,1924681
02/10/2025,1650664
03/10/2025,1951280
04/10/2025,731660
05/10/2025,409772
06/10/2025,1576530
07/10/2025,1325273
08/10/2025,1384302
09/10/2025,1416175
10/10/2025,1961338
11/10/2025,670608
12/10/2025,341057
13/10/2025,1496788
14/10/2025,1978096
15/10/2025,2282342
16/10/2025,1621573
17/10/2025,1846630
18/10/2025,698517
19/10/2025,357952
20/10/2025,1447389
21/10/2025,1302140
22/10/2025,1406907
23/10/2025,1391136
24/10/2025,1840629
25/10/2025,671817
26/10/2025,345606
27/10/2025,1562615
28/10/2025,1472235
29/10/2025,1727808
30/10/2025,2395770
31/10/2025,2934834
01/11/2025,1009316
02/11/2025,507638
03/11/2025,2029595
04/11/2025,1518992
05/11/2025,1620598
06/11/2025,1553576
07/11/2025,1996834
08/11/2025,719489
09/11/2025,381483
10/11/2025,1663428
11/11/2025,1436023
12/11/2025,1562610
13/11/2025,2143107
14/11/2025,3271077
15/11/2025,1063161
16/11/2025,526296
17/11/2025,766640
18/11/2025,1805025
19/11/2025,1613785
20/11/2025,1582117
21/11/2025,1933726
22/11/2025,725188
23/11/2025,377404
24/11/2025,1553262
25/11/2025,1528798
26/11/2025,1650373
27/11/2025,2143179
28/11/2025,3933028
29/11/2025,1068699
30/11/2025,640536
01/12/2025,2265305
02/12/2025,1802006
03/12/2025,1781738
04/12/2025,2035033
05/12/2025,3047143
06/12/2025,888398
07/12/2025,472198
08/12/2025,1956171
09/12/2025,1856268
10/12/2025,2411975
11/12/2025,3304874
12/12/2025,1454146
13/12/2025,909376
14/12/2025,536378
15/12/2025,3598005
16/12/2025,2274575
17/12/2025,2226208
18/12/2025,2228313
19/12/2025,2733947
20/12/2025,1032399
21/12/2025,537595
22/12/2025,2039350
23/12/2025,2055803
24/12/2025,1293950
25/12/2025,347297
26/12/2025,1843785
27/12/2025,764324
28/12/2025,444691
29/12/2025,2115224
30/12/2025,2488952
31/12/2025,2087348
01/01/2026,585765
02/01/2026,1844552
03/01/2026,763963
04/01/2026,472602
05/01/2026,1836259
06/01/2026,1435908
07/01/2026,1337316
08/01/2026,1498131
09/01/2026,1965271
10/01/2026,730649
11/01/2026,384734
12/01/2026,1558806
13/01/2026,1540333
14/01/2026,2105460
15/01/2026,2565292
16/01/2026,1997313
17/01/2026,787672
18/01/2026,419571
19/01/2026,1529374
20/01/2026,1357253
21/01/2026,1294437
22/01/2026,1438502
23/01/2026,1860014
24/01/2026,709238
25/01/2026,385348
26/01/2026,1564839
27/01/2026,1350545
28/01/2026,1768071
29/01/2026,2142138
30/01/2026,3247894
31/01/2026,1143188
01/02/2026,625549
02/02/2026,827640
03/02/2026,2045045
04/02/2026,1547013
05/02/2026,1692743
06/02/2026,1892788
07/02/2026,730426
08/02/2026,379902
09/02/2026,1569435
10/02/2026,1493934
11/02/2026,1519405
12/02/2026,1721371
13/02/2026,3031956
14/02/2026,876062
15/02/2026,548019
16/02/2026,1741434
17/02/2026,1435368
18/02/2026,1310033
19/02/2026,1455127
20/02/2026,1879589
21/02/2026,717876
22/02/2026,334598
23/02/2026,1366940
24/02/2026,1378816
25/02/2026,1804962
26/02/2026,2095404
27/02/2026,3564233
28/02/2026,1181811
01/03/2026,709242
02/03/2026,2108187
03/03/2026,1646655
04/03/2026,1514713
05/03/2026,1704161
06/03/2026,1950574
07/03/2026,749265
08/03/2026,393955
09/03/2026,1591288
10/03/2026,1584938
11/03/2026,1546051
12/03/2026,1860082
13/03/2026,3135983
14/03/2026,937939
15/03/2026,522277
16/03/2026,750687
17/03/2026,1868626
18/03/2026,1490322
19/03/2026,1561259
20/03/2026,1979335
21/03/2026,745807
22/03/2026,397727
23/03/2026,1546775
24/03/2026,1425123
25/03/2026,1662487
26/03/2026,1806793
27/03/2026,2605865
28/03/2026,873586
29/03/2026,444837
30/03/2026,2521441
31/03/2026,2746319
01/04/2026,2533674
02/04/2026,931338
03/04/2026,569135
04/04/2026,500047
05/04/2026,414162
06/04/2026,1912485
07/04/2026,1506826
08/04/2026,1547631
09/04/2026,1559043
10/04/2026,2119734
11/04/2026,777515
12/04/2026,390555
13/04/2026,1721407
14/04/2026,2134577
15/04/2026,2486619
16/04/2026,1795127
17/04/2026,2021523
18/04/2026,760693
19/04/2026,411166
20/04/2026,1603409
21/04/2026,1404363
22/04/2026,1515057
23/04/2026,1538722
24/04/2026,2000353
25/04/2026,757018
26/04/2026,394526
27/04/2026,1724041
28/04/2026,1802452
29/04/2026,2434205
30/04/2026,3520063
01/05/2026,1165083
02/05/2026,859464
03/05/2026,519055
04/05/2026,2180405
05/05/2026,1690058
06/05/2026,1676982
07/05/2026,1754391
08/05/2026,2399688
09/05/2026,832139
10/05/2026,409725
11/05/2026,1693789
12/05/2026,1432343
13/05/2026,1726650
14/05/2026,2408794
15/05/2026,3106607
16/05/2026,975198
17/05/2026,511744
18/05/2026,1875151
19/05/2026,1468096
20/05/2026,1644192
21/05/2026,1591245
22/05/2026,2030769
23/05/2026,809652
24/05/2026,421707
25/05/2026,1787980
26/05/2026,1594014
27/05/2026,1692532
28/05/2026,2279439
29/05/2026,3809161
30/05/2026,1261966
31/05/2026,668907
01/06/2026,2314205
02/06/2026,1731578
03/06/2026,1567218
04/06/2026,1672255
05/06/2026,2191949
06/06/2026,818498
07/06/2026,426704
08/06/2026,1620000
09/06/2026,1474632
10/06/2026,1629502
11/06/2026,1554797
12/06/2026,2572819
13/06/2026,876708
14/06/2026,491776
15/06/2026,2831671
16/06/2026,1687689
17/06/2026,1683548
18/06/2026,1598566
19/06/2026,1895848
20/06/2026,803482
21/06/2026,394347
22/06/2026,1626492
23/06/2026,1452927
24/06/2026,1404951
25/06/2026,1721269
26/06/2026,2278625
27/06/2026,861093
28/06/2026,456176
29/06/2026,2623082
30/06/2026,3148735
01/07/2026,2266974
02/07/2026,1918448
03/07/2026,2207058
04/07/2026,877834
05/07/2026,434637
06/07/2026,1716685
07/07/2026,1561381
08/07/2026,1456571
09/07/2026,1640789
10/07/2026,2247885
11/07/2026,798210
12/07/2026,415268
13/07/2026,1822384
14/07/2026,2175398
15/07/2026,2860341
16/07/2026,1942391
17/07/2026,2144263
18/07/2026,840609
19/07/2026,417112
20/07/2026,1665068

